GSIName,OrigName,SrcName,Type,Depth_m,Dpth-Rck_m,DTRConfid,DrillDate,Easting,Northing,Loc_Acc,Townland,Town,County,SixInShtNo,SourceUse,YldClass,ProdClass,Yield_m3d,Abstr_m3d,Ovrflw_m3d,AbstrDDm,SC_m3dm,cas1dia_mm,Wtrstrk1_m,Wtrstrk2_m,Wtrstrk3_m,Wtrstrk4_m,Wtrloss1_m,GenComms,DrillComms,CasingComs,DEPTH
2623NEW292,,,Dug well,21.3,,DTB Unknown,01/03/1962,279300,250000,to 1km,RATHMOLYON,,Meath,36,,Poor,,,27.3,,,,,,,,,,LOCATION ABOUT 2MILES NORTH OF RATHMOLYON,,,over501m
2623NEW293,,,Dug well,6.7,,DTB Unknown,22/07/1962,289250,245900,to 1km,RATHKILMORE,,Meath,49,,Poor,,13.1,,,,,,,,,,,WTB/MTH 1827,,,over501m
2623NEW294,,,Borehole,64.0,,DTB Unknown,27/06/1969,280250,249050,to 1km,KILL MORE,,Meath,42,,Poor,,10.9,,,,,,,,,,,,,,over501m
2623NWW031,,DEPARTMENT OF AGR. - TRIM.,Borehole,34.4,,DTB Unknown,01/03/1962,277500,245500,to 1km,BALLYNASKEA,,Meath,48,,Poor,,27.3,,,,,,,,,,,"Well No. 3, c. 2.5 mls SSW of Rathmolyon",Td approximate,,over501m
2623NWW032,,DEPT. OF AGR.-TRIM.  WELL NO. 15.,Dug well,6.1,,Bedrock Not Met,01/03/1962,273800,247800,to 1km,GILBERTSTOWN,,Meath,42,,Poor,,27.3,,,,,,,,,,,About 2mls. N.E. of Longwood.,Td approximate,,over501m
2623NWW033,,DEPT. AGR. TRIM - WELL NO. 17.,Dug well,7.9,,Bedrock Not Met,01/03/1962,273000,249200,to 1km,CASTLERICKARD,,Meath,41,,Poor,,19.6,,,,,,,,,,,About 2.5 miles NNE of Longwood.,Td approximate,,over501m
2623NWW034,,"DEPT. AGR.-TRIM, WELL NO. 8.",Dug well,5.5,,Bedrock Not Met,01/03/1962,272700,244450,to 1km,CLONGUIFFIN,,Meath,47,,Poor,,27.3,,,,,,,,,,,Location about 1 mile S.E. of Longwood.,,,over501m
2623NWW035,,"DEPT. AGR.-TRIM, WELL NO. 7.",Dug well,5.5,,Bedrock Not Met,01/03/1962,273200,247300,to 1km,CLONMOWLEY,,Meath,41,,Poor,,21.8,,,,,,,,,,,,Townland uncertain,,over501m
2623NWW036,,"DEPT. AGR. EDENDERRY, WELL NO. 82.",Dug well,4.0,,Bedrock Not Met,,271500,244800,to 1km,LONGWOOD,,Meath,47,,Poor,,27.3,,,,,,,,,,,Located about 0.5 miles South of Longwood.,,,over501m
2623NWW037,,DEPT. AGR. - TRIM.  WELL NO. 16.,Dug well,8.5,,Bedrock Not Met,01/03/1962,272500,248500,to 1km,CASTLERICKARD,,Meath,41,,Poor,,21.8,,,,,,,,,,,Location about 2 miles NNE of Longwood.,Townland uncertain,,over501m
2623NWW038,,DEPT. AGR. TRIM-SUB DIV WELL NO. 28,Dug well,7.6,,Bedrock Not Met,01/03/1962,271700,245200,to 1km,LONGWOOD,,Meath,47,,Poor,,19.6,,,,,,,,,,,Location just South of Longwood.,,,over501m
2623NWW039,,DEPT. AGR. TRIM SUB DIV. WELL 31.,Dug well,6.1,,Bedrock Not Met,01/03/1962,271600,245250,to 1km,LONGWOOD,,Meath,47,,Poor,,16.4,,,,,,,,,,,Location just South of Longwood.,,,over501m
2623NWW040,,DEPT. AGR. TRIM SUB.DIV.WELL NO. 30,Dug well,3.4,,Bedrock Not Met,01/03/1962,271500,245200,to 1km,LONGWOOD,,Meath,47,,Poor,,19.6,,,,,,,,,,,Location just South of Longwood.,,,over501m
2623NWW041,,DEPT AGR EDENDERRY (WELL NO. 81),Dug well,4.9,,Bedrock Not Met,01/03/1962,270400,244300,to 1km,BOOLYKEAGH,,Meath,47,Domestic use only,,,,,,,,,,,,,,Location about 1 mile SW of Longwood.,Townland uncertain,,over501m
2623NWW042,,DEPT. AGR. TRIM-WELL NO. 29.,Dug well,3.7,,Bedrock Not Met,01/03/1962,271550,245150,to 1km,LONGWOOD,,Meath,47,,Poor,,17.4,,,,,,,,,,,Location just South of Longwood.,,,over501m
2623NWW043,,,Dug well,7.3,,Bedrock Not Met,20/08/1969,271900,245350,to 1km,LONGWOOD,,Meath,47,,Poor,,24.0,,,,,,,,,,,WTB/MTH 1860.,,,over501m
2623NWW044,,DEPT. AGR. TRIM WELL NO. 27,Dug well,5.5,,Bedrock Not Met,01/03/1962,271700,245300,to 1km,LONGWOOD,,Meath,47,,Poor,,27.3,,,,,,,,,,,,,,over501m
2623NWW045,,,Dug well,4.6,,Bedrock Not Met,,273700,243350,to 1km,BALLINDERRY,,Meath,48,Domestic use only,,,,,,,,,,,,,,,,,over501m
2623NWW046,,,Dug well,6.1,,Bedrock Not Met,,267350,245750,to 1km,CLONARD OLD,,Meath,46,,,,,,,,,,,,,,,,,,over501m
2623NWW047,ILC 713,"LAND COMMISSION, Nolan Estate",Borehole,14.0,,Bedrock Not Met,01/03/1961,265800,248850,to 1km,CLONDALEE BEG,,Meath,41,,Moderate,,65.5,,,,,,7.9,12.2,,,,"1st Spring at 7.9m, 2nd Spring at 12.2m.",,,over501m
2623NWW048,ILC 712,"LAND COMMISSION, Nolan Estate",Borehole,10.4,,Bedrock Not Met,01/02/1961,265800,248800,to 1km,CLONDALEE BEG,,Meath,41,,Moderate,,43.6,,,,,,6.7,9.4,,,,"1st Spring noted at 6.7m, 2nd Spring noted at 9.4m.",,,over501m
2623NWW049,,,Dug well,3.0,,Bedrock Not Met,,262250,244850,to 1km,ARDNAMULLAN,,Meath,46,Domestic use only,,,,,,,,,,,,,,,,,over501m
2623NWW051,,MEATH CO. CO.,Dug well,1.5,,Bedrock Not Met,,262000,241650,to 1km,PARK,,Meath,46,Public supply (Co Co),,,,,,,,,,,,,,ESB Ref: 46/12/28.,,,over501m
2623NWW052,,,Dug well,6.7,,Bedrock Not Met,,263750,241900,to 1km,BALLYBOGGAN,,Meath,46,,,,,,,,,,,,,,,,,,over501m
2623NWW053,,,Dug well,7.6,,DTB Unknown,18/08/1971,261300,245500,to 1km,HARDWOOD,,Meath,46,,Poor,,14.2,,,,,,,,,,,,,,over501m
2623NWW054,,,Dug well,3.0,,DTB Unknown,18/03/1973,263200,246600,to 1km,KILWARDEN,,Meath,40,Domestic use only,Poor,,11.8,,,,,,,,,,,WTB/MTH 2709,,,over501m
2623NWW055,,,Dug well,3.7,,Bedrock Not Met,,263200,246550,to 1km,KILWARDEN,,Meath,40,Domestic use only,,,,,,,,,,,,,,,,,over501m
2623NWW057,,,Dug well,6.4,,Bedrock Not Met,01/08/1970,264550,248200,to 1km,BALLASPORT,,Meath,41,Domestic use only,Poor,,11.3,,,,,,,,,,,,,,over501m
2623NWW058,,,Borehole,21.3,20.0,Bedrock Presumed,29/01/1976,266350,245700,to 1km,ANNEVILLE,,Meath,41,Domestic use only,Moderate,,54.5,,,,,152.0,,,,,,,,,over501m
2623NWW059,,,Borehole,12.2,,DTB Unknown,,272100,247550,to 1km,BALLYCLARE,,Meath,41,,,,,,,,,,,,,,,WTB/MTH 2255,,,over501m
2623NWW060,,,Dug well,6.1,,DTB Unknown,18/05/1970,265800,248750,to 1km,CLONDALEE BEG,,Meath,41,Domestic use only,Poor,,13.1,,,,,,,,,,,,,,over501m
2623NWW061,,,Dug well,3.7,,Bedrock Not Met,01/09/1970,270200,247150,to 1km,FREAGH,,Meath,41,Domestic use only,Poor,,11.6,,,,,,,,,,,WTB/MTH 2332,,,over501m
2623NWW063,,,Dug well,3.7,,Bedrock Not Met,,266250,247100,to 1km,MOLERICK,,Meath,41,,,,,,,,,,,,,,,ESB.REF 41/9/13,,,over501m
2623NWW066,,,Borehole,91.4,,DTB Unknown,01/09/1974,261300,245450,to 1km,HARDWOOD,,Meath,40,Domestic use only,Poor,,16.4,,,,,,,,,,,,,,over501m
2623NWW096,,Meath Co. Co.,Dug well,7.0,,Bedrock Not Met,,264700,249600,to 1km,CROBOY,,Meath,47,Public supply (Co Co),Poor,,6.5,,,,,,,,,,,CO. CO. HAND PUMP,Map ref. 733/514,,over501m
2623NWW097,,Meath Co. Co.,Borehole,,,,,264900,250000,to 1km,NAVAN,,Meath,41,Public supply (Co Co),,,,,,,,,,,,,,CO. CO. HAND PUMP,Map ref. 736/515,,over501m
2623NWW104,MW8,,Borehole,24.5,7.0,Bedrock Met,,269870,244580,to 1km,BOOLYKEAGH,,Meath,47,Industrial use,,,,,,,,,,,,,,,,,over501m
2623SWW,,DEPT. AGR. SUB. DIV. TRIM WELL 40,Dug well,6.1,,Bedrock Not Met,01/03/1962,277800,254800,to 1km,KENNASTOWN,,Meath,36,,Poor,,17.4,,,,,,,,,,,,,,over501m
2625NEW016,,MEATH CO. CO.,Borehole,21.3,,DTB Unknown,01/03/1950,283850,265850,to 1km,BOYERSTOWN,,Meath,25,Public supply (Co Co),Poor,,38.0,,,,,,,,,,,,,,over501m
2625NEW017,ILC 935,"LAND COMMISSION, McDermott Estate",Borehole,7.8,5.8,Bedrock Met,01/07/1962,285700,263750,to 1km,MACETOWN,,Meath,31,Agri & domestic use,Moderate,,54.5,,,,,,4.9,,,,,,,,over501m
2625NEW018,ILC 936,"LAND COMMISSION, McDermott Estate",Borehole,12.5,6.4,Bedrock Met,01/07/1962,285700,263700,to 1km,MACETOWN,,Meath,31,Agri use only,Moderate,,43.6,,,,,,8.2,,,,,,,,over501m
2625NEW019,,,Dug well,6.1,,Bedrock Not Met,20/06/1963,285700,263650,to 1km,MACETOWN,,Meath,31,Domestic use only,Poor,,16.4,,,,,,,,,,,MTH 1864   WTB/MTH 713,,,over501m
2625NEW020,,,Dug well,4.3,,Bedrock Not Met,01/08/1971,276350,268800,to 1km,MILLTOWN,,Meath,24,Domestic use only,Poor,,13.0,,,,,,,,,,,,,,over501m
2625NEW021,,,Dug well,5.5,,Bedrock Not Met,,276350,268750,to 1km,MILLTOWN,Kells,Meath,24,Domestic use only,,,,,,,,,,,,,,,,,over501m
2625NEW022,,,Dug well,9.1,,DTB Unknown,,279000,265300,to 1km,TULLAGHANSTOWN,,Meath,24,Domestic use only,,,,,,,,,,,,,,,,,over501m
2625NEW023,,,Dug well,3.7,,Bedrock Not Met,01/07/1971,279000,265250,to 1km,TULLAGHANSTOWN,,Meath,30,,Poor,,12.0,,,,,,,,,,,,,,over501m
2625NEW024,,MEATH CO. CO.,Borehole,37.4,2.1,Bedrock Met,01/10/1956,279000,265200,to 1km,TULLAGHANOGE,,Meath,30,Public supply (Co Co),Poor,,27.3,,,,,,,,,,,,,,over501m
2625NEW025,,,Borehole,39.6,,DTB Unknown,11/07/1970,279000,265150,to 1km,TULLAGHANOGE,,Meath,30,,Poor,,27.3,,,,,,,,,,,,,,over501m
2625NEW026,,,Dug well,5.5,,Bedrock Not Met,10/06/1969,282750,267800,to 1km,ARDBRACCAN,,Meath,24,Domestic use only,Poor,,13.0,,,,,,,,,,,WTB/MTH 1960,,,over501m
2625NEW027,,MEATH CO. CO.,Dug well,6.7,,Bedrock Not Met,14/05/1956,282750,267750,to 1km,ARDBRACCAN,,Meath,24,Public supply (Co Co),,,,,,,,,,,,,,,,,over501m
2625NEW028,,,Dug well,3.7,,Bedrock Not Met,11/08/1969,283650,269300,to 1km,LISCARTAN,,Meath,24,Domestic use only,Poor,,13.0,,,,,,,,,,,WTB/MTH 1518,,,over501m
2625NEW029,,MEATH CO. CO.,Dug well,3.4,,Bedrock Not Met,05/01/1957,281850,265350,to 1km,IRISHTOWN,,Meath,30,Public supply (Co Co),,,,,,,,,,,,,,,,,over501m
2625NEW030,,,Borehole,15.2,2.4,Bedrock Met,20/07/1972,281850,265300,to 1km,IRISHTOWN,,Meath,24,,Moderate,,44.0,,,,,,,,,,,,,,over501m
2625NEW031,,,Borehole,29.0,,DTB Unknown,10/08/1971,275500,263450,to 1km,RATHCARRAN,,Meath,30,,Poor,,13.1,,,,,,,,,,,,,,over501m
2625NEW032,,,Dug well,,,,,275500,263400,to 1km,RATHCARRAN,,Meath,30,,,,,,,,,,,,,,,Existing well,,,over501m
2625NEW033,,,Borehole,36.6,,DTB Unknown,18/10/1971,275500,263350,to 1km,RATHCARRAN,,Meath,30,,Poor,,19.8,,,,,,,,,,,,,,over501m
2625NEW034,,,Dug well,9.1,,DTB Unknown,,275500,263300,to 1km,RATHCARRAN,,Meath,30,,,,,,,,,,,,,,,Ref. No. WTB/MTH 2133,,,over501m
2625NEW035,,,Borehole,25.6,,DTB Unknown,01/09/1971,275500,263250,to 1km,RATHCARRAN,,Meath,30,,Poor,,13.1,,,,,,,,,,,,,,over501m
2625NEW036,,,Borehole,16.2,12.2,Bedrock Met,01/05/1967,275900,266550,to 1km,RATHMORE,,Meath,24,Domestic use only,Poor,,33.0,,,,,,,,,,,,,,over501m
2625NEW037,,,Borehole,22.9,3.0,Bedrock Met,07/06/1972,280350,266150,to 1km,ONGENSTOWN,,Meath,24,Domestic use only,Moderate,,46.0,,,,,,,,,,,Ref No WTB/MTH 2244,,,over501m
2625NEW038,,MEATH CO. CO.,Borehole,15.8,3.0,Bedrock Met,15/12/1955,280600,268500,to 1km,DURHAMSTOWN,,Meath,24,Public supply (Co Co),Poor,,33.0,,,,,,,,,,,Well sunk Nov. 1955,,,over501m
2625NEW039,,,Borehole,7.3,1.8,Bedrock Met,03/06/1935,289950,267300,to 1km,ALEXANDER REID,,Meath,25,,,,,,,,,152.0,,,,,,Well lined to 1.5m,,very little water,over501m
2625NEW041,,MEATH CO. CO.,Dug well,4.6,,Bedrock Not Met,01/12/1961,289950,267200,to 1km,ALEXANDER REID,,Meath,25,Public supply (Co Co),,,,,,,,,,,,,,,,,over501m
2625NEW043,,,Dug well,0.9,,Bedrock Not Met,01/06/1961,288050,267300,to 1km,ATHLUMNEY,,Meath,25,Domestic use only,Poor,,11.0,,,,,,,,,,,In winter yields increases to 16.4m3/d,,,over501m
2625NEW044,,,Borehole,18.3,,DTB Unknown,,285000,266200,to 1km,COMMONS,Navan,Meath,25,Domestic use only,Poor,,33.0,,,,,,,,,,,,,,over501m
2625NEW045,,,Borehole,19.5,,DTB Unknown,,285000,266150,to 1km,COMMONS,,Meath,25,Domestic use only,Poor,,27.0,,,,,,,,,,,,,,over501m
2625NEW046,,LADY OF SION CONVENT,Borehole,49.2,1.8,,29/09/1971,286850,267500,to 1km,NAVAN,,Meath,25,Domestic use only,Good,,,218.0,,,,,,,,,,,,,over501m
2625NEW047,,MEATH CO. CO.,Borehole,21.3,3.0,Bedrock Met,28/10/1940,284700,265200,to 1km,HANLONSTOWN,,Meath,25,Public supply (Co Co),Poor,,38.0,,,,,,,,,,,,,,over501m
2625NEW048,,,Dug well,6.1,,Bedrock Not Met,,276550,264150,to 1km,DRISSOGE,,Meath,30,,,,,,,,,,,,,,,Existing well,,,over501m
2625NEW049,,,Dug well,4.6,,Bedrock Not Met,01/08/1972,276550,264100,to 1km,DRISSOGE,,Meath,30,,Poor,,12.0,,,,,,,,,,,Ref. No. WTB/MTH 2671,,,over501m
2625NEW050,,,Dug well,6.1,5.5,Bedrock Met,01/03/1970,276550,264050,to 1km,DRISSOGE,,Meath,30,Domestic use only,Poor,,13.1,,,,,,,,,,,Ref No. WTB/MTH 1505,,,over501m
2625NEW051,,,Borehole,13.7,,DTB Unknown,01/04/1970,275650,265450,to 1km,CLONYMORE,,Meath,30,,Poor,,16.4,,,,,,,,,,,Ref. No. WTB/MTH 2037,,,over501m
2625NEW052,,,Borehole,18.9,9.1,Bedrock Met,,277000,262000,to 1km,KILBRIDE,,Meath,30,,Poor,,27.0,27.0,,,,,,,,,,,,,over501m
2625NEW053,,,Borehole,18.9,9.8,Bedrock Presumed,,277000,261950,to 1km,KILBRIDE,,Meath,30,,Moderate,,71.0,,,,,,,,,,,,,,over501m
2625NEW054,,,Dug well,6.1,,Bedrock Not Met,,279400,263550,to 1km,MEADSTOWN,,Meath,30,,,,,,,,,,,,,,,Ref. No. WTB/MTH 453,,,over501m
2625NEW055,,MEATH CO. CO.,Borehole,26.5,11.0,Bedrock Presumed,01/08/1957,279100,261900,to 1km,STONESTOWN,,Meath,30,Public supply (Co Co),Poor,,5.7,,,,,,,,,,,,,,over501m
2625NEW056,,,Borehole,25.3,,DTB Unknown,20/06/1961,281800,264600,to 1km,HALLTOWN,,Meath,30,Agri & domestic use,Moderate,,54.5,,,,,,,,,,,Ref. No. WTB/MTH 373,,,over501m
2625NEW057,,,Dug well,,,,01/05/1970,277950,260350,to 1km,MOYMET,,Meath,30,,,,,,,,,,,,,,,,,,over501m
2625NEW058,,,Borehole,18.3,,DTB Unknown,20/08/1973,280650,262150,to 1km,BALLARDAN GREAT,,Meath,30,,Poor,,16.4,,,,,,,,,,,Ref. No. WTB/MTH 2730,,,over501m
2625NEW059,,MEATH CO. CO.,Dug well,5.3,,Bedrock Not Met,01/05/1958,280650,262100,to 1km,BALLARDAN GREAT,,Meath,30,Public supply (Co Co),,,,,,,,,,,,,,,,,over501m
2625NEW060,,LAND COMMISSION,Borehole,25.9,9.5,Bedrock Met,01/08/1958,277700,264250,to 1km,DERLANGAN,,Meath,30,Agri & domestic use,Moderate,,65.5,,,,,,,,,,,,,,over501m
2625NEW061,,DUNDERRY SCHOOL,Borehole,16.8,2.7,Bedrock Met,01/01/1948,281250,263200,to 1km,DUNDERRY,,Meath,30,Public supply (Co Co),Good,,109.0,,,,,,3.1,6.1,16.8,,,"Water at 3.0m,6.1m,15.2m, pumped at rate 109 m3/d for 15mins.",,,over501m
2625NEW062,ILC 838,"LAND COMMISSION, Kerwin Estate",Borehole,19.5,11.3,Bedrock Met,01/01/1962,280000,261200,to 1km,ISKAROON,,Meath,30,Agri & domestic use,Poor,,18.5,,,,,,5.2,16.8,,,,"Water at 5.2m, 16.8m, Pump at 18.3m
Problems with running sand in upper part",,,over501m
2625NEW063,ILC 839,LAND COMMISION WELL,Borehole,25.0,6.7,Bedrock Met,01/01/1962,280000,261150,to 1km,ISKAROON,,Meath,30,Agri & domestic use,Moderate,IV,54.5,,,7.3,7.5,,,,,,,"First water at 6.1m,second at 23.8m",,Data from bailer test only,over501m
2625NEW064,ILC 840,"Land Commission, Kerwin Estate",Borehole,21.9,4.9,Bedrock Met,01/01/1962,280000,261100,to 1km,ISKAROON,,Meath,30,,Poor,,27.0,,,,,,4.9,20.7,,,,,,,over501m
2625NEW065,,MEATH CO. CO. PUMP,Dug well,5.0,,Bedrock Not Met,01/06/1946,285500,260450,to 1km,BECTIVE,,Meath,31,Public supply (Co Co),,,,,,,,,,,,,,,,,over501m
2625NEW067,ILC 863,"LAND COMMISSION, Scargill Estate",Borehole,11.0,,Bedrock Not Met,02/11/1961,289200,261800,to 1km,BALLINTER,,Meath,31,Agri & domestic use,Good,,131.0,,,,,,,,,,,"First water at 4.3m, second at 7.6m.",,,over501m
2625NEW068,,,Borehole,39.9,2.1,Bedrock Met,29/09/1969,289950,260250,to 1km,RIVERSTOWN,,Meath,31,,Poor,,32.7,,,,,,,,,,,Ref. No. WTB/MTH 2023,,,over501m
2625NEW071,,,Borehole,36.1,,DTB Unknown,09/05/1971,287850,262350,to 1km,GRANGE,,Meath,31,,Poor,,15.3,,,,,,,,,,,,,,over501m
2625NEW072,,,Dug well,3.0,3.0,Bedrock Presumed,02/10/1961,285350,264700,to 1km,GAINSTOWN,,Meath,31,,Poor,,27.0,,,,,,,,,,,Ref. No. WTB/MTH 470,,,over501m
2625NEW073,,,Borehole,14.6,,Bedrock Not Met,01/10/1964,287850,262300,to 1km,GRANGE,,Meath,31,Domestic use only,,,,,,,,,,,,,,,,,over501m
2625NEW074,,MEATH CO. CO. PUMP,Dug well,6.1,,Bedrock Not Met,01/06/1959,283100,262400,to 1km,RATAINE,,Meath,31,,,,,,,,,,,,,,,SWL is 2.74m on 18/08/59,,,over501m
2625NEW075,,MEATH CO. CO. PUMP,Dug well,5.5,,Bedrock Not Met,31/07/1959,284100,264100,to 1km,CURRAGHTOWN,,Meath,31,,,,,,,,,,,,,,,,,,over501m
2625NEW078,,MEATH CO. CO. PUMP,Dug well,4.0,,Bedrock Not Met,28/11/1958,289850,264950,to 1km,KILCARN,,Meath,31,,,,,,,,,,,,,,,Fe < 0.005,,,over501m
2625NEW111,,Meath Co. Co.,Dug well,6.7,,Bedrock Not Met,,284930,262430,to 1km,BELLEWSTOWN,,Meath,31,Public supply (Co Co),Poor,,,,,,,,,,,,,CO. CO. HAND PUMP.  Estimated Minimum Yield = 6.5 m3/d.,Map ref. 1228/363,,over501m
2625NEW126,,Meath Co. Co.,Dug well,6.0,,Bedrock Not Met,,283000,262400,to 1km,RATAINE,,Meath,31,Public supply (Co Co),Poor,,7.6,,,,,,,,,,,Co. Co. Hand Pump.  Estimated minimum yield = 7.6 m3/d.,,,over501m
2625NEW128,,Meath Co. Co.,Dug well,8.8,,Bedrock Not Met,,288800,263600,to 1km,ARDSALLAGH,,Meath,25,Public supply (Co Co),Poor,,8.7,,,,,,,,,,,Co. Co. Hand Pump.  Estimated minimum yield = 8.7 m3/d.,Map ref. 1237/387,"serves 13 houses, 2 electric pumps",over501m
2625NEW131,,,Borehole,16.2,,DTB Unknown,10/03/1973,275800,260800,to 1km,TULLAGHANOGE,,Meath,30,,,,,,,,,,,,,,,WTB/MTH 2493,,,over501m
2625NEW132,,,Borehole,15.2,4.6,Bedrock Met,05/09/1971,279600,269700,to 1km,FAUGHANHILL,,Meath,24,Domestic use only,Moderate,,41.5,,,,,,,,,,,,,,over501m
2625NEW133,,MEATH CO. CO.,Borehole,64.6,7.6,Bedrock Met,12/04/1940,289100,268650,to 1km,FERGANSTOWN,,Meath,25,Public supply (Co Co),Poor,,6.5,,,,,,,,,,,,,,over501m
2625NEW134,,,Borehole,37.2,1.5,Bedrock Met,01/08/1925,283650,269350,to 1km,LISCARTAN,,Meath,25,,Poor,,38.0,,,,,152.0,,,,,,,,,over501m
2625NEW135,,,Dug well,8.5,,Bedrock Not Met,,276900,265650,to 1km,RATHCONNY,,Meath,24,,,,,,,,,,,,,,,REF. NO. WTB\MTH 1756,,,over501m
2625NEW137,,,Dug well,4.0,2.7,Bedrock Presumed,,278950,267500,to 1km,GREETIAGH,,Meath,24,Agri & domestic use,,,,,,,,,,,,,,,,,over501m
2625NWW006,,,Dug well,4.6,,Bedrock Not Met,,269750,266650,to 1km,KILKEELAN,Athboy,Meath,23,Domestic use only,,,,,,,,,,,,,,W/TB/MTH 2285,,,over501m
2625NWW007,,,Dug well,4.6,,Bedrock Not Met,,269750,266600,to 1km,KILKEELAN,Athboy,Meath,23,Domestic use only,,,,,,,,,,,,,,,,,over501m
2625NWW008,,,Dug well,6.7,6.7,Bedrock Presumed,20/10/1969,273100,269650,to 1km,FORDSTOWN,Navan,Meath,23,Domestic use only,Poor,,26.0,,,,,,,,,,,Ref. No. WTB/MTH 2080.,,,over501m
2625NWW009,,,Borehole,42.7,5.2,Bedrock Met,08/05/1973,273100,269600,to 1km,CLONCAT,,Meath,23,Domestic use only,Poor,,30.5,,,,,,,,,,,WTB/MTH 2628,,,over501m
2625NWW010,,,Dug well,2.7,,Bedrock Not Met,01/05/1964,271450,267050,to 1km,GILLSTOWN,Athboy,Meath,23,,Poor,,22.0,,,,,,,,,,,WTB/MTH 1337,,,over501m
2625NWW011,,,Dug well,3.7,,Bedrock Not Met,01/05/1970,270450,265250,to 1km,MARTINSTOWN,Athboy,Meath,23,Domestic use only,Poor,,11.0,,,,,,,,,,,REF. NO. WTB/MTH 1599,,,over501m
2625NWW012,,,Dug well,3.7,,Bedrock Not Met,18/05/1970,270450,265200,to 1km,MARTINSTOWN,Athboy,Meath,23,Domestic use only,Poor,,16.0,,,,,,,,,,,,,,over501m
2625NWW013,,MEATH CO. CO.,Borehole,18.3,7.6,Bedrock Met,01/01/1940,270450,265150,to 1km,MARTINSTOWN,,Meath,23,Public supply (Co Co),Poor,,5.5,,,,,,,,,,,,,,over501m
2625NWW014,,,Borehole,24.6,15.2,Bedrock Met,,272250,260700,to 1km,CLONMORE,,Meath,29,,Moderate,,65.5,,,,,,,,,,,,,,over501m
2625NWW015,,,Dug well,4.9,,DTB Unknown,10/08/1973,272250,260650,to 1km,CLONMORE,,Meath,29,,Poor,,16.4,,,,,,,,,,,WTB/MTH 1086.,,,over501m
2625NWW016,,,Dug well,5.2,,Bedrock Not Met,,272100,264300,to 1km,ATHBOY,,Meath,29,,,,,,,,,,,,,,,WTB/MTH 1736.,,,over501m
2625NWW018,,,Dug well,3.7,,Bedrock Not Met,16/10/1962,272100,264200,to 1km,ATHBOY,,Meath,29,,Poor,,13.0,,,,,,,,,,,W/MTH 1873,,,over501m
2625NWW019,,,Dug well,3.0,,Bedrock Not Met,01/08/1971,268050,261050,to 1km,BALRATH,,Meath,29,,Poor,,11.3,,,,,,,,,,,,,,over501m
2625NWW021,,,Dug well,6.1,,DTB Unknown,01/05/1970,270550,261150,to 1km,FRAINE,,Meath,29,,Poor,,13.0,,,,,,,,,,,,,,over501m
2625NWW022,,,Borehole,38.7,,DTB Unknown,01/10/1969,273100,263700,to 1km,FORDRATH,,Meath,29,,,,10.9,,,,,,,,,,,,,,over501m
2625NWW023,,,Borehole,37.5,,DTB Unknown,,273100,263650,to 1km,FORDRATH,,Meath,29,,,,,,,,,,,,,,,Yield noted as being adequate.,,,over501m
2625NWW024,,,Borehole,45.1,,DTB Unknown,,274500,264650,to 1km,WARDSTOWN,,Meath,30,,Poor,,,,,,,,,,,,,Yield noted as being low.  SWL varies from 4.6m to 25.6m.,,,over501m
2625NWW025,,,Dug well,3.0,,Bedrock Not Met,,268400,262450,to 1km,CAUSESTOWN,,Meath,29,,Poor,,5.5,,,,,,,,,,,,,,over501m
2625NWW054,No. 867/275,Meath Co. Co.,Dug well,10.1,,Bedrock Not Met,,275000,268500,to 1km,MOYAGHER,,Meath,24,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 867/275,,over501m
2625NWW058,,Meath Co. Co.,Dug well,2.6,,Bedrock Not Met,,268850,263450,to 1km,PLUCKSTOWN,,Meath,29,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. Hand Pump,Map ref. 43/598,,over501m
2625NWW059,,,Dug well,,,,,273750,266900,to 1km,MOONEYSTOWN,Athboy,Meath,24,Domestic use only,,,,,,,,,,,,,,,,,over501m
2625NWW060,,,Borehole,31.1,,DTB Unknown,01/09/1971,274500,264600,to 1km,WARDSTOWN,,Meath,30,Domestic use only,Poor,,17.4,,,,,,,,,,,,,,over501m
2625SEW061,,,Dug well,5.8,,DTB Unknown,15/08/1972,283900,253850,to 1km,FREFFANS,,Meath,36,Public supply (Co Co),Poor,,11.6,,,,,,,,,,,Ref. No. WTB/MTH 2637,,,over501m
2625SEW062,,,Dug well,3.7,,Bedrock Not Met,18/08/1971,283900,253800,to 1km,FREFFANS,,Meath,36,Public supply (Co Co),Poor,,12.0,,,,,,,,,,,,,,over501m
2625SEW063,,,Borehole,38.1,3.0,Bedrock Met,18/04/1970,283900,253750,to 1km,FREFFANS,,Meath,36,Domestic use only,Poor,,27.0,,,,,,,,,,,Ref. No. WTB/MTH 1940,,,over501m
2625SEW064,,MEATH CO. CO.,Dug well,3.7,,Bedrock Not Met,06/10/1958,283900,253700,to 1km,FREFFANS LITTLE,,Meath,36,Public supply (Co Co),,,,,,,,,,,,,,,,,over501m
2625SEW065,,,Dug well,4.3,,Bedrock Not Met,18/09/1970,283900,253650,to 1km,FREFFANS,,Meath,36,Domestic use only,Poor,,12.0,,,,,,,,,,,,,,over501m
