GSIName,OrigName,SrcName,Type,Depth_m,Dpth-Rck_m,DTRConfid,DrillDate,Easting,Northing,Loc_Acc,Townland,Town,County,SixInShtNo,SourceUse,YldClass,ProdClass,Yield_m3d,Abstr_m3d,Ovrflw_m3d,AbstrDDm,SC_m3dm,cas1dia_mm,Wtrstrk1_m,Wtrstrk2_m,Wtrstrk3_m,Wtrstrk4_m,Wtrloss1_m,GenComms,DrillComms,CasingComs,DEPTH
2623NWW013,,Meath Co. Co.,Dug well,4.4,,Bedrock Not Met,01/07/1977,269420,245110,to 50m,MIDDLEBOROUGH,,Meath,47,,,,,,,,,,,,,,,"No. 706, Geoex well survey 1977",Map ref 706/,,1to50m
2623NWW014,land commission 726,,Borehole,16.8,10.7,Bedrock Met,01/07/1977,268200,246610,to 50m,BLACKSHADE,,Meath,42,,,,,,,,,,,,,,,Log.  Fe = 2.85 ppm (US).  No. 726.,,,1to50m
2623NWW015,,Meath Co. Co.,Dug well,2.4,,Bedrock Not Met,,267880,246860,to 50m,BLACKSHADE,,Meath,41,,,,,,,,,,,,,,,,,,1to50m
2623NWW016,,Meath Co. Co.,Dug well,6.7,,Bedrock Not Met,,265780,245640,to 50m,ANNEVILLE,,Meath,47,,Moderate,,51.3,,,,,,,,,,,Fe = 0.14 ppm (OLB) Geoex well survey 1977,Map ref. 130/516,,1to50m
2623NWW017,,Meath Co. Co.,Dug well,7.5,,Bedrock Not Met,,264670,245050,to 50m,TOWLAGHT,,Meath,47,,Poor,,11.8,,,,,,,,,,,No. 150,,,1to50m
2623NWW018,,Meath Co. Co.,Dug well,6.1,,Bedrock Not Met,,266720,248050,to 50m,NEWTOWN,,Meath,41,,,,,,,,,,,,,,,Good yield.,,,1to50m
2623NWW019,,Meath Co. Co.,Dug well,4.9,,Bedrock Not Met,01/07/1977,265830,248810,to 50m,CLONDALEE BEG,,Meath,41,,,,,,,,,,,,,,,,Map ref. 727/514,,1to50m
2623NWW020,,Meath Co. Co.,Dug well,4.6,,Bedrock Not Met,,273730,246190,to 50m,CULLENTRY,,Meath,42,,,,,,,,,,,,,,,High iron.,Map ref.,,1to50m
2623NWW025,,MEATH CO. CO. SMALL SCHEME,Borehole,,,,,270520,248760,to 50m,LIONSDEN,,Meath,41,Public supply (Co Co),,,,,,,,,,,,,,Serves a few houses.,,,1to50m
2623NWW026,,MEATH CO. CO.,Unknown,,,,,265450,246100,to 50m,ANNEVILLE,,Meath,41,Public supply (Co Co),,,,,,,,,,,,,,small pressure unit.,,,1to50m
2623NWW027,,,Dug well,7.3,,Bedrock Not Met,10/07/1961,262070,241150,to 50m,BALLYBOGGAN,,Meath,46,,,,,,,,,,,,,,,,,,1to50m
2623NWW028,,,Dug well,4.0,,Bedrock Not Met,23/03/1973,262170,241090,to 50m,BALLYBOGGAN,,Meath,46,,,,,,,,,,,,,,,,,,1to50m
2623NWW029,,,Dug well,3.7,,Bedrock Not Met,22/03/1973,261150,240580,to 50m,BALLYBOGGAN,,Meath,46,,,,,,,,,,,,,,,,,,1to50m
2623NWW030,,MEATH COUNTY COUNCIL,Borehole,20.1,,DTB Unknown,,264800,245080,to 50m,ANNEVILLE,,Meath,47,,,,,,,,,,,,,,,,,,1to50m
2623NWW050,,,Borehole,91.4,,DTB Unknown,06/05/1975,260900,245000,to 50m,HARDWOOD,,Meath,46,,Poor,,16.4,,,,,,85.3,,,,,ENQ/REF 212/74,,,1to50m
2623NWW098,,MEATH CO. CO.,Borehole,91.5,,DTB Unknown,12/07/1995,263930,246400,to 50m,KILWARDEN,,Meath,41,Other,Poor,,25.0,,,,,,,,,,,WATER ENCOUNTERED AT 76M,,,1to50m
2623NWW102,,ARDANEW SPRING,Spring,,,,01/01/1982,273450,248850,to 50m,ARDANEW,,Meath,42,,Low Spring,,,40.0,,,,,,,,,,"Temp. 12.5'c, more info. see Irish Geothermal project Apr.'8",,,1to50m
2623NWW103,MW1,,Borehole,24.5,16.0,Bedrock Met,,269550,244880,to 50m,BOOLYKEAGH,,Meath,47,Industrial use,,,,,,,,,,,,,,,,,1to50m
2623NWW105,MW12B,,Borehole,5.3,,Bedrock Not Met,,269950,244320,to 50m,BOOLYKEAGH,,Meath,47,Industrial use,,,,,,,,,,,,,,,,,1to50m
2623NWW106,MW13,,Borehole,8.5,,Bedrock Not Met,,270490,244400,to 50m,BOOLYKEAGH,,Meath,47,Industrial use,,,,,,,,,,,,,,,,,1to50m
2623NWW107,MW14R,,Borehole,4.4,,Bedrock Not Met,,269810,244080,to 50m,BOOLYKEAGH,,Meath,47,Industrial use,,,,,,,,,,,,,,,,,1to50m
2623NWW108,TP3,,Dug well,6.2,,Bedrock Not Met,,269780,244280,to 50m,BOOLYKEAGH,,Meath,47,Industrial use,,,,,,,,,3.1,,,,,,,,1to50m
2623NWW109,TP4,,Dug well,6.8,,Bedrock Not Met,,269980,244070,to 50m,BOOLYKEAGH,,Meath,47,Industrial use,,,,,,,,,2.8,,,,,,,,1to50m
2623SEW001,,Meath Co. Co.,Spring,,,,,277250,239880,to 50m,JOHNSTOWN,,Meath,48,,Intermediate Spring,,110.0,,,,,,,,,,,DEVELOPED SPRING; Geoex report,,,1to50m
2625NEW001,,,Borehole,27.0,,DTB Unknown,01/01/1992,289370,262450,to 50m,BALLINTER,,Meath,31,Domestic use only,,,,,,,,,,,,,,"Information from MSc Thesis 1992, well 24yrs. old.",,,1to50m
2625NEW002,,,Dug well,4.6,,Bedrock Not Met,01/01/1992,289550,261550,to 50m,BALLINTER,,Meath,31,Domestic use only,,,,,,,,,,,,,,"Information from MSc Thesis 1992, well 19 yrs. old.",,,1to50m
2625NEW004,,PRIVATE GROUP SCHEME.,Borehole,,,,,284450,281150,to 50m,ROBINSTOWN,,Meath,31,Group Scheme,,,,,,,,,,,,,,,,,1to50m
2625NEW005,,CO. CO. PUMP,Unknown,14.6,,DTB Unknown,,280850,268200,to 50m,DURHAMSTOWN,,Meath,24,Public supply (Co Co),,,,,,,,,,,,,,,,,1to50m
2625NEW006,,MEATH CO. CO. PUMP,Dug well,7.0,,Bedrock Not Met,,286760,266100,to 50m,BALREASK OLD,,Meath,25,Public supply (Co Co),,,,,,,,,,,,,,,,,1to50m
2625NEW007,,MEATH CO. CO. PUMP,Borehole,21.3,6.1,Bedrock Met,,285270,265520,to 50m,BOYERSTOWN,,Meath,25,Public supply (Co Co),Moderate,,78.5,,,,,,,,,,,,,,1to50m
2625NEW008,,CO. CO. PUMP,Borehole,21.3,,DTB Unknown,,284240,266420,to 50m,COMMONS,,Meath,25,Public supply (Co Co),,,,,,,,,,,,,,,,,1to50m
2625NEW009,,MEATH CO. CO. PUMP,Borehole,14.0,,DTB Unknown,01/01/1950,285730,269590,to 50m,WINDTOWN,,Meath,25,,,,,,,,,,,,,,,,,,1to50m
2625NEW010,,,Unknown,11.3,,DTB Unknown,,284570,269240,to 50m,LISCARTAN,,Meath,25,,,,,,,,,,,,,,,"Well located at 6.1m, SD to be 13.7m",,,1to50m
2625NEW011,,Meath Co. Co.,Dug well,5.5,,Bedrock Not Met,,280610,262660,to 50m,BALLARDAN GREAT,,Meath,30,Public supply (Co Co),,,,,,,,,,,,,,co. co. pump,,,1to50m
2625NEW012,,,Unknown,26.5,,DTB Unknown,,278340,262400,to 50m,MEADSTOWN,,Meath,30,,,,,,,,,,,,,,,,,,1to50m
2625NEW013,,,Dug well,5.5,,Bedrock Not Met,,283410,263450,to 50m,CURRAGHTOWN,,Meath,31,Public supply (Co Co),,,,,,,,,,,,,,Co. Co. pump,,,1to50m
2625NEW014,,CO. CO. PUMP,Dug well,6.1,,Bedrock Not Met,,283030,262260,to 50m,RATAINE,,Meath,31,Public supply (Co Co),,,,,,,,,,,,,,,,,1to50m
2625NEW124,,,Borehole,24.4,,DTB Unknown,23/05/1988,275200,261350,to 50m,TULLAGHANOGE,,Meath,30,Agri & domestic use,Poor,,33.0,,,,,,,,,,,Output of well decreased in 1987 to 0.05m3/d,,,1to50m
2625NEW125,,,Borehole,48.7,,DTB Unknown,23/05/1988,275200,261360,to 50m,TULLAGHANOGE,,Meath,30,Agri & domestic use,,,,,,3.0,,,,,,,,"Discharge decreased to 0.05m3/d, similar well in the area",,,1to50m
2625NEW138,,Meath Co. Co.,Unknown,,,,,284510,261150,to 50m,ROBINSTOWN,,Meath,31,Domestic use only,,,,,,,,,,,,,,,,,1to50m
2625NWW002,,,Borehole,30.5,4.9,Bedrock Met,01/06/1969,267990,264340,to 50m,GRENNANSTOWN,,Meath,29,,Poor,V,31.0,,,8.2,3.8,,,,,,,main borehole,,,1to50m
2625NWW003,,,Borehole,29.3,4.6,Bedrock Met,01/10/1970,267740,263930,to 50m,GRENNANSTOWN,,Meath,29,,Moderate,IV,65.5,,,10.7,6.1,,,,,,,High Fe.,,,1to50m
2625NWW004,,,Borehole,27.7,4.0,Bedrock Met,01/08/1971,270130,265750,to 50m,MARTINSTOWN,,Meath,29,,Moderate,IV,80.0,80.0,,7.3,11.0,,,,,,,Stand-by well.,,,1to50m
2625NWW005,,ATHBOY CREAMERY,Borehole,91.0,14.3,Bedrock Met,,271770,264440,to 50m,FOSTERSFIELDS,,Meath,29,Industrial use,Poor,,17.5,,,,,,,,,,,"Driller-J. Kelly,well vulnerable to pollution.Rotary drilling",,"Steel Casing, Max Safe yield: 
32.7m3/day",1to50m
2625NWW079,,,Borehole,28.9,10.7,Bedrock Presumed,,272340,269850,to 50m,FORDSTOWN,,Meath,23,Agri & domestic use,Moderate,,87.3,,,,,150.0,15.2,21.3,,,,,,,1to50m
2625SEW001,,,Borehole,31.0,,DTB Unknown,,284780,258390,to 50m,TRUBLEY,,Meath,37,Domestic use only,,,,,,,,,,,,,,"Information from MSc Thesis, Well is 55yrs. old",,,1to50m
2625SEW002,,,Dug well,3.5,,Bedrock Not Met,,284860,258370,to 50m,TRUBLEY,,Meath,37,Domestic use only,,,,,,,,,,,,,,"Information from MSc Thesis , Wellis 15yrs. old.",,,1to50m
2625SEW003,,,Dug well,12.0,,Bedrock Not Met,,289850,258660,to 50m,RINGLESTOWN,,Meath,37,Domestic use only,,,,,,,,,,,,,,"Information from MSc Thesis, Well is 52yrs old",,,1to50m
2625SEW004,,,Dug well,4.9,,Bedrock Not Met,,288650,257600,to 50m,KILMESSAN,,Meath,37,Domestic use only,,,,,,,,,,,,,,"Information from MSc Thesis, Well is 36yrs. old",,,1to50m
2625SEW006,,,Borehole,21.0,,DTB Unknown,01/01/1992,289640,257040,to 50m,KILMESSAN,,Meath,37,Domestic use only,,,,,,,,,,,,,,"Information from MSc Thesis '92, Well is 40yrs. old",,,1to50m
2625SEW007,,,Dug well,3.6,,Bedrock Not Met,01/01/1992,288640,256170,to 50m,KILCARTHY,,Meath,37,Domestic use only,,,,,,,,,,,,,,"Information from MSc Thesis '92, Well is 21yrs. old",,,1to50m
2625SEW008,,,Dug well,6.6,,Bedrock Not Met,01/01/1992,287750,256880,to 50m,CURTISTOWN UPPER,,Meath,37,Domestic use only,,,,,,,,,,,,,,"Information from MSc Thesis '92 , Well is 48yrs old",,,1to50m
2625SEW009,,,Borehole,39.0,3.9,,01/01/1992,288090,254590,to 50m,KILTALE,,Meath,37,Domestic use only,,,,,,,,,,,,,,"Information from MSc Thesis, Well is 15 yrs old",,,1to50m
2625SEW010,,,Dug well,4.5,,Bedrock Not Met,01/01/1992,288140,254530,to 50m,KILTALE,,Meath,37,Domestic use only,,,,,,,,,,,,,,"Information from MSc Thesis '92 , Well is 83 yrs. old",,,1to50m
2625SEW011,,PRIVATE GROUP SCHEME,Dug well,5.0,,Bedrock Not Met,01/01/1992,288130,254440,to 50m,KILTALE,,Meath,37,Group Scheme,,,,,,,,,,,,,,"Information from MSc Thesis '92, Well is 28 yrs. old",,,1to50m
2625SEW012,,,Dug well,6.5,,Bedrock Not Met,01/01/1992,287810,253740,to 50m,KILTALE,,Meath,37,Domestic use only,,,,,,,,,,,,,,"Information from MSc Thesis '92, Well is 50yrs. old",,,1to50m
2625SEW013,,,Dug well,3.0,,Bedrock Not Met,01/01/1992,289520,253130,to 50m,DERRYPATRICK GRANGE,,Meath,37,Domestic use only,,,,,,,,,,,,,,"Information from MSc Thesis '92 , Well is 20yrs old",,,1to50m
2625SEW014,,,Dug well,4.0,,Bedrock Not Met,01/01/1992,285620,254880,to 50m,WALTERSTOWN,,Meath,37,Domestic use only,,,,,,,,,,,,,,"Information from MSc Thesis '92 , Well is 43yrs. old",,,1to50m
2625SEW015,,,Borehole,38.0,,DTB Unknown,01/01/1992,286060,255170,to 50m,MARSHALLSTOWN,,Meath,37,Domestic use only,,,,,,,,,,,,,,"Information from MScThesis '92 , Well is 33 yrs old",,,1to50m
2625SEW018,2014,,Dug well,2.7,,Bedrock Not Met,01/07/1977,275470,251250,to 50m,BRANNOCKSTOWN,,Meath,42,,,,,,,,,,,,,,,Geoex. Well Survey  Map 77/w/4,,,1to50m
2625SEW020,,,Dug well,5.0,,Bedrock Not Met,,282970,256170,to 50m,SCURLOCKSTOWN,,Meath,36,Public supply (Co Co),Good,,,230.0,,0.0,,,,,,,,Concrete cover with steel manhole. 150m from river.,,,1to50m
2625SEW021,,MEATH CO. CO.,Borehole,19.0,,DTB Unknown,01/01/1970,286250,259650,to 50m,BECTIVE,,Meath,31,Public supply (Co Co),,,,,,,,,,,,,,"Small scheme, approx. 25yrs. old.",,,1to50m
2625SEW022,,Meath Co. Co.,Borehole,42.0,,DTB Unknown,01/01/1991,286020,259230,to 50m,BECTIVE,,Meath,31,,,,,,,,,,,,,,,Above ground completion,,,1to50m
2625SEW040,,,Dug well,3.3,,Bedrock Not Met,,285350,253550,to 50m,FOXTOWN,,Meath,37,Domestic use only,,,,,,,,,,,,,,Concrete liners,,,1to50m
2625SEW043,,,Borehole,16.3,,DTB Unknown,,284720,254150,to 50m,MITCHELSTOWN,,Meath,37,Domestic use only,,,,,,,,,,,,,,Well is polluted,,,1to50m
2625SEW044,,,Dug well,4.7,,Bedrock Not Met,,285130,253550,to 50m,FOXTOWN,,Meath,37,Domestic use only,,,,,,,,,,,,,,Concrete liners,,,1to50m
2625SEW045,TW1,,Borehole,6.0,,Bedrock Not Met,21/09/1992,285120,253410,to 50m,FOXTOWN,,Meath,37,Other,,,,,,,,,,,,,,"TW1. 100mm PVC screened 3.5-6m, inflows at 3m and 5.5m",,,1to50m
2625SEW046,TW2,,Borehole,6.0,,Bedrock Not Met,23/09/1992,285040,253410,to 50m,FOXTOWN,,Meath,37,Other,,,,,,,,,,,,,,"TW2. 100mm PVC screened 3.2-6m, inflows 2.5m",,,1to50m
2625SEW047,TW3,,Borehole,6.0,,Bedrock Not Met,24/09/1992,285120,253510,to 50m,FOXTOWN,,Meath,37,Other,,,,,,,,,,,,,,"TW3. 100mm PVC screened 3.2-6m, inflows at 2.4m.",,,1to50m
2625SEW048,TW4,,Borehole,15.2,7.0,Bedrock Met,28/09/1992,284970,253780,to 50m,FOXTOWN,,Meath,37,Other,,,,,,,,,,,,,,"TW4. ,inflows at 2.4m",,,1to50m
2625SEW049,,,Borehole,6.0,,Bedrock Not Met,01/10/1992,284980,253770,to 50m,FOXTOWN,,Meath,37,Other,,,,,,,,,,,,,,"TW5. , 100mm PVC screened 3.2-6m, inflows at 4.6m",,,1to50m
2625SEW050,,,Borehole,,,,,285770,253230,to 50m,FOXTOWN,,Meath,37,,,,,,,,,,,,,,,Thornton 290 well,,,1to50m
2625SEW051,,CO. CO. PUMP,Dug well,4.6,,Bedrock Not Met,,279450,257790,to 50m,WHITEHALL,,Meath,36,Public supply (Co Co),,,,,,,,,,,,,,,,,1to50m
2625SEW052,,CO. CO. PUMP,Dug well,2.9,,Bedrock Not Met,,275270,253870,to 50m,DERRINYDALY,,Meath,36,Public supply (Co Co),,,,,,,,,,,,,,,,,1to50m
2625SEW053,,CO. CO. PUMP,Dug well,2.1,,Bedrock Not Met,,276690,253310,to 50m,NEWTOWNMOYNAGH,,Meath,36,Public supply (Co Co),,,,,,,,,,,,,,,,,1to50m
2625SEW054,,CO. CO. PUMP,Unknown,11.6,,DTB Unknown,,276460,253310,to 50m,DERRINYDALY,,Meath,36,Public supply (Co Co),,,,,,,,,,,,,,,,,1to50m
2625SEW055,,CO. CO. PUMP,Dug well,3.7,,Bedrock Not Met,,282270,255180,to 50m,BROWNSTOWN,,Meath,36,Public supply (Co Co),,,,,,,,,,,,,,,,,1to50m
2625SEW056,,CO. CO. PUMP,Unknown,4.7,,Bedrock Not Met,,286960,258450,to 50m,BALLYNAVADDOG,,Meath,37,Public supply (Co Co),,,,,,,,,,,,,,,,,1to50m
2625SEW057,,CO. CO. PUMP,Dug well,3.5,2.7,Bedrock Met,10/09/1961,288150,253670,to 50m,KILTALE,,Meath,37,,Poor,,9.3,,,,,,,,,,,,,,1to50m
2625SEW058,,CO. CO. PUMP,Unknown,3.5,,Bedrock Not Met,24/11/1962,288160,254570,to 50m,CLONGUTERY,,Meath,37,Public supply (Co Co),Poor,,22.0,,,,,,,,,,,,,,1to50m
2625SEW059,,CO. CO. PUMP,Unknown,3.9,,Bedrock Not Met,,289550,255370,to 50m,KILCARTY,,Meath,37,Public supply (Co Co),,,,,,,,,,,,,,,,,1to50m
2625SEW060,,Meath CO. CO.,Dug well,3.6,,Bedrock Not Met,,275020,251550,to 50m,BRANNOCKSTOWN,,Meath,42,Public supply (Co Co),,,,,,,,,,,,,,,,,1to50m
2625SEW068,,MEATH CO. CO.,Dug well,3.0,,Bedrock Not Met,13/10/1956,276300,257600,to 50m,TREMBLESTOWN,,Meath,36,Public supply (Co Co),,,,,,,,,,,,,,Well resunk on 27/11/1957,,,1to50m
2625SEW073,,,Dug well,7.3,,DTB Unknown,,280700,256850,to 50m,TRIM,,Meath,36,,,,,,,,,,,,,,,Ref. No. WTB/MTH 2290,,,1to50m
2625SEW074,,,Dug well,3.7,,Bedrock Not Met,20/12/1969,280700,256800,to 50m,TRIM,,Meath,36,,Poor,,,11.0,,,,,,,,,,WTB/MTH 2103,,,1to50m
2625SEW126,,MEATH CO. CO.,Unknown,,,,20/07/1992,288660,257240,to 50m,KILMESSAN,,Meath,37,Public supply (Co Co),,,,,,,,,,,,,,pressure unit,,,1to50m
2625SEW127,,MEATH CO. CO.,Unknown,,,,,279710,251230,to 50m,MOAT,,Meath,42,Public supply (Co Co),,,,,,,,,,,,,,Pressure unit,,,1to50m
2625SWW001,ILC 1203,,Borehole,21.0,9.8,Bedrock Met,25/04/1966,269020,251060,to 50m,KILMUR,,Meath,41,Domestic use only,Poor,IV,32.7,,,4.6,7.1,,,,,,,"L.C. well no. 1203. Water hard, dolomitic & corrosive.High F",,Bailer test only,1to50m
2625SWW002,ILC 1204,,Borehole,18.9,8.8,Bedrock Met,01/05/1966,269100,250910,to 50m,KILMUR,,Meath,41,Domestic use only,Poor,IV,32.7,,,4.3,7.7,,,,,,,"Well no. 1204, high Fe. Lined with PVC(1968).",,Bailer test only,1to50m
2625SWW003,ILC 1741,,Borehole,21.3,11.6,Bedrock Met,08/11/1976,269240,250880,to 50m,KILMUR,,Meath,41,Domestic use only,Poor,IV,34.9,,,9.1,3.8,152.0,11.6,21.3,,,,high Fe,,,1to50m
2625SWW004,ILC 1205A,,Borehole,9.1,,Bedrock Not Met,15/06/1966,269020,250320,to 50m,KILMUR,,Meath,41,Domestic use only,Moderate,II,43.6,,,,145.0,,,,,,,LC well no. 1205,,Bailer test only. SC inferred assuming dd=0.3m,1to50m
2625SWW005,,,Dug well,6.7,,Bedrock Not Met,01/07/1977,272830,250420,to 50m,DALYSTOWN,,Meath,41,Domestic use only,Poor,,10.0,,,,,,,,,,,,,,1to50m
2625SWW006,,,Dug well,4.0,,Bedrock Not Met,01/07/1977,273760,251050,to 50m,FEARMORE,,Meath,42,,,,,,,,,,,,,,,Fe=1.28ppm,,,1to50m
2625SWW007,,,Dug well,3.7,,Bedrock Not Met,01/07/1977,274970,251610,to 50m,BALLYMULMORE,,Meath,41,,,,,,,,,,,,,,,Poor quality,,,1to50m
2625SWW008,,,Borehole,17.2,,DTB Unknown,01/07/1977,269010,251870,to 50m,GLACK,,Meath,41,,,,,,,,,,,,,,,Fe=4.4ppm,,,1to50m
2625SWW009,ILC,"Land Commission,",Borehole,36.6,,DTB Unknown,01/07/1977,267760,250940,to 50m,DERRYCONOR,,Meath,41,,,,,,,,,,,,,,,Fe=2.6ppm (L/C).  No. 728?,,,1to50m
2625SWW015,,MEATH CO. CO.  - EARL'S BRIDGE,Borehole,61.0,5.2,Bedrock Met,,269350,256050,to 50m,CROSSANSTOWN,,Meath,35,,Poor,,30.0,,,,,,,,,,,,,,1to50m
2625SWW016,,CO. CO.,Borehole,49.0,,DTB Unknown,,267170,252280,to 50m,CLONYCAVAN,,Meath,35,Public supply (Co Co),,,,,,,,,,,,,,supplies 12 houses,,,1to50m
2625SWW017,,CO. CO.,Borehole,44.0,,DTB Unknown,,266400,254340,to 50m,ROBINSTOWN,,Meath,35,Public supply (Co Co),,,,,,,,,,,,,,Supplies 8 houses.,,,1to50m
2625SWW018,,MEATH CO. CO.,Borehole,12.5,8.8,Bedrock Met,21/10/1938,268650,253150,to 50m,BALLIVOR,,Meath,35,Public supply (Co Co),Moderate,,54.5,,,,,152.0,,,,,,,,,1to50m
2625SWW020,,,Dug well,5.2,,Bedrock Not Met,,271800,259250,to 50m,KILDALKEY,,Meath,35,Domestic use only,,,,,,,,,,,,,,,,,1to50m
2625SWW023,ILC 1204,"Land Commission, Montgomery Estate",Borehole,18.9,8.8,Bedrock Met,10/08/1966,269100,250900,to 50m,KILMUR,,Meath,41,Domestic use only,Poor,,32.7,,,,,,,,,,,W.L. varied from 4.3 to 4.9 m.,,,1to50m
2625SWW024,ILC 1205,"Land Commission, Montgomery Estate",Borehole,9.1,,Bedrock Not Met,01/05/1967,269000,250350,to 50m,KILMUR,,Meath,41,Domestic use only,Moderate,,43.6,,,,,,,,,,,first bore met rock at 7.3m,,,1to50m
2625SWW025,ILC 1203,"Land Commission, Montgomery Estate",Borehole,21.0,9.8,Bedrock Met,25/06/1966,269000,251050,to 50m,KILMUR,,Meath,41,Domestic use only,Poor,IV,32.7,,,4.3,7.6,,,,,,,,,Bailer test only,1to50m
2625SWW035,,Meath Co. Co.,Borehole,30.5,6.1,Bedrock Met,01/05/1976,269200,257450,to 50m,RATHCORMICK,,Meath,35,Domestic use only,,,,,,,,203.0,,,,,,Drilling P. & J. Dunne.,,,1to50m
2625SWW042,,,Borehole,28.3,1.9,Bedrock Met,30/08/1995,269220,257200,to 50m,RATHKENNA,,Meath,35,Agri & domestic use,,,,,,,,,,,,,,"High lime,good yield,no pollution,26.5-28.3m soft material",,,1to50m
2625SWW088,,,Borehole,67.0,27.0,Bedrock Met,15/04/1985,268380,254020,to 50m,BALLIVOR,,Meath,35,Industrial use,Good,II,240.0,,,6.0,40.0,,,,,,,Potential yield of 720m3/d,,,1to50m
2627NEW001,,,Borehole,16.3,5.0,Bedrock Presumed,01/05/1971,278300,289740,to 50m,KILMAINHAMWOOD,,Meath,5,Domestic use only,Poor,,14.2,,,,,,,,,,,MECHANICAL METHOD-DRILLER DUNNE (KILDARE),,,1to50m
2627NEW002,,,Dug well,8.0,6.0,Bedrock Met,,278370,289490,to 50m,EDEN,,Meath,5,Domestic use only,,,,,,,,,,,,,,,,,1to50m
2627NEW003,,,Borehole,31.0,,DTB Unknown,,277540,289480,to 50m,TOWAS,,Meath,5,Domestic use only,Poor,,21.8,,,,,,,,,,,DRILLER DUNNE - POUNDING METHOD,,,1to50m
2627NEW004,,MEATH CO. CO.,Dug well,5.8,,Bedrock Not Met,,278630,289520,to 50m,EDEN,,Meath,5,,,,,,,,,,,,,,,,,,1to50m
2627NEW005,,,Spring,1.0,,Bedrock Not Met,,278840,288540,to 50m,BOYNAGH,,Meath,5,Domestic use only,,,,,,,,,,,,,,WATER LEVEL AT SURFACE.,,,1to50m
2627NEW006,,,Dug well,6.0,,Bedrock Not Met,,278770,288340,to 50m,BOYNAGH,,Meath,5,Domestic use only,,,,,,,,,,,,,,,,,1to50m
2627NEW007,,,Spring,1.0,,Bedrock Not Met,,278710,288210,to 50m,BOYNAGH,,Meath,5,Domestic use only,,,,,,,,,,,,,,,,water at surface,1to50m
2627NEW008,,,Borehole,33.0,5.0,Bedrock Met,,278820,287770,to 50m,ALTMUSH,,Meath,5,Domestic use only,,,,,,,,,,,,,,,,,1to50m
2627NEW009,,,Dug well,5.0,,Bedrock Not Met,,279330,289090,to 50m,BOYNAGH,,Meath,5,Domestic use only,,,,,,,,,,,,,,,,,1to50m
2627NEW010,,,Borehole,8.5,12.0,Bedrock Presumed,,279880,289020,to 50m,WHITEWOOD,,Meath,5,Domestic use only,Poor,,26.2,,,,,,,,,,,IRON RUST FOUND IN WATER.  POUNDING DRILLING METHOD. Well probably fell in.,,,1to50m
2627NEW012,,,Dug well,5.0,,Bedrock Not Met,,280390,289650,to 50m,RATHE,,Meath,5,Domestic use only,,,,,,,,,,,,,,,,,1to50m
2627NEW013,,,Borehole,22.6,9.0,Bedrock Met,,280460,289450,to 50m,WHITEWOOD,,Meath,5,Domestic use only,,,,,,,,,,,,,,POUNDING DRILLING METHOD.,,,1to50m
2627NEW014,,,Dug well,4.0,,Bedrock Not Met,,280670,289050,to 50m,WHITEWOOD,,Meath,5,Domestic use only,,,,,,,,,,,,,,,,,1to50m
2627NEW015,,,Dug well,4.8,,Bedrock Not Met,,281060,288390,to 50m,WHITEWOOD,,Meath,5,Domestic use only,,,,,,,,,,,,,,,,,1to50m
2627NEW016,,,Dug well,12.4,0.0,Bedrock Met,,279990,288500,to 50m,WHITEWOOD,,Meath,5,Domestic use only,,,,,,,,,,,,,,,,,1to50m
2627NEW017,,,Dug well,7.0,,Bedrock Met,,280020,288370,to 50m,WHITEWOOD,,Meath,5,Domestic use only,,,,,,,,,,,,,,,,,1to50m
2627NEW018,,,Dug well,5.3,,Bedrock Not Met,,281020,289460,to 50m,GARMANAGH,,Meath,5,Domestic use only,,,,,,,,,,,,,,,,,1to50m
2627NEW019,,,Borehole,30.0,21.3,Bedrock Met,,282080,288260,to 50m,RATHGILLEN,,Meath,5,Domestic use only,Poor,,27.3,,,,,,,,,,,Pounding drilling method.,,,1to50m
2627NEW020,,,Borehole,28.0,13.0,Bedrock Met,,282120,289550,to 50m,COLLEGE,,Meath,5,Domestic use only,Poor,,14.0,,,,,,,,,,,,,,1to50m
2627NEW021,,,Dug well,1.8,1.8,Bedrock Presumed,,277970,284830,to 50m,ROBERTSTOWN,,Meath,5,,,,,,,,,,,,,,,TB/MTH 1345,,,1to50m
2627NEW055,,CO. CO.,Borehole,24.0,,DTB Unknown,01/03/1995,282640,286140,to 50m,SPIDDAL,,Meath,6,Public supply (Co Co),Good,III,175.0,,,6.0,29.2,,,,,,,Vulnerable to pollution.,,,1to50m
2627NEW056,,CO. CO.,Borehole,60.0,,DTB Unknown,01/06/1985,282760,286000,to 50m,SPIDDAL,,Meath,6,Other,Good,IV,245.0,,,45.0,5.4,,,,,,,225mm-200mm. Original pumping well abandoned use trial well.,,,1to50m
2627NEW059,,RESIDENTS GROUP SCHEME,Borehole,61.0,6.0,Bedrock Met,,278950,289100,to 50m,KILMAINHAMWOOD,,Meath,5,Public supply (Co Co),Good,IV,240.0,,,40.0,6.0,,,,,,,"Well drilled-1985,unsure which well but inserted as this wel",,,1to50m
2627NEW060,,MEATH CO.CO.,Borehole,97.5,19.8,Bedrock Met,18/07/1994,277810,289290,to 50m,EDEN,,Meath,5,Public supply (Co Co),Excellent,III,610.0,,,39.1,15.6,,,,,,,drilled Dunnes Jan '94-not in use yet. SWL=2.7m (10:05:1995),,,1to50m
